Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Total Mins,Total Calls,Avg Calls per Day,HighServiceCaller
798-5899,2611,1111,12215.8,4502.0,1002.0419999999999,5934.599999999999,10113.0,602.43,17168.73,6291.0,456.4382,509.43,91.0,89.202,100,True,35828.56,20997.0,8.041746457296055,1
798-5958,479,32,5742.0199999999995,3638.0,1055.952,9299.93,9346.0,774.6899999999999,6139.5,3057.0,290.6922,385.2,100.0,107.32329999999999,28,False,21566.65,16141.0,33.6972860125261,1
798-5959,2211,116,21804.43,14069.0,3223.3682,22388.93,9302.0,1947.9863,23874.6,10570.0,944.8414,1457.82,256.0,322.606,159,True,69525.78,34197.0,15.466757123473542,1
798-5968,459,1111,15345.0,5611.0,1488.142,8171.4,10830.0,646.192,9750.5,5545.0,330.04,1141.3,156.0,173.992,68,True,34408.200000000004,22142.0,48.239651416122,1
798-5976,289,36,2625.7,3178.0,1503.8920000000003,2367.9,3150.0,251.76,22846.91,845.0,60.31,121.1,29.0,40.971,25,True,27961.61,7202.0,24.920415224913494,1
798-5977,2211,22,29999.862,4013.0,2119.96,13911.82,5190.0,1186.202,12302.9,5719.0,510.228,390.09999999999997,159.0,94.10000000000001,102,True,56604.682,15081.0,6.82089552238806,1
798-5978,1111,89,44971.93,28051.0,7040.2653,45319.24,30553.0,3603.777,125541.54,20827.0,1319.116,1765.36,609.0,485.3352,303,True,217598.06999999998,80040.0,72.04320432043204,1
798-5996,2112,116,6386.8,6513.0,2255.246,9636.12,4898.0,992.47,29963.829999999998,3053.0,184.98000000000002,664.62,84.0,110.351,55,False,46651.37,14548.0,6.888257575757576,1
798-5998,2011,47,5922.22,9980.0,1230.722,11768.62,4206.0,967.9511,50036.92,8816.0,275.102,410.93,155.0,70.22,38,True,68138.68999999999,23157.0,11.51516658378916,1
798-6557,2211,22,1957.0,900.0,1430.8629999999998,6562.51,4091.0,385.266,2543.92,707.0,162.871,351.8,42.0,39.642,14,False,11415.23,5740.0,2.5961103573043873,1
798-6559,444,40,5486.3,3304.0,3330.1820000000002,11126.42,5046.0,952.7620000000001,7544.82,1957.0,469.762,741.1,115.0,93.914,48,False,24898.64,10422.0,23.472972972972972,1
798-6659,699,112,8189.799999999999,5561.0,1094.488,12403.9,7204.0,1267.21,12294.72,3420.0,469.71,680.2,108.0,178.202,68,True,33568.619999999995,16293.0,23.30901287553648,1
798-6758,488,211,16729.6,5486.0,1057.7442,12252.52,5965.0,790.4019999999999,11652.199999999999,9890.0,309.332,699.4200000000001,109.0,166.472,69,True,41333.74,21450.0,43.954918032786885,1
798-6779,488,46,12322.119999999999,8672.0,1372.872,12522.5,4105.0,1180.764,29919.7,5515.0,860.8439999999999,476.0,166.0,120.372,68,True,55240.32,18458.0,37.82377049180328,1
798-6787,21111,84,14941.1,8833.0,3534.164,22003.01,6597.0,1268.8372,57144.520000000004,8360.0,423.043,903.32,177.0,139.2551,90,True,94991.95000000001,23967.0,1.135284922552224,1
798-6788,2211,88,14160.01,9886.0,1528.61,13842.4,7965.0,879.0233,28674.81,6083.0,363.11,888.43,191.0,167.90800000000002,84,False,57565.65,24125.0,10.911352329262778,1
798-6857,2211,84,30440.06,13449.0,2923.723,31998.41,13528.0,1576.436,20762.25,14063.0,814.5061000000001,899.33,362.0,210.242,125,True,84100.05,41402.0,18.725463591135235,1
798-6888,2211,211,11470.32,9321.0,3206.972,9033.94,9160.0,1117.662,53821.520000000004,6059.0,407.312,509.52,142.0,80.742,66,False,74835.3,24682.0,11.163274536408865,1
798-6975,484,211,8831.2,6560.0,1573.78,8219.01,6447.0,1111.821,14017.21,9526.0,506.3522,512.81,256.0,136.194,117,True,31580.23,22789.0,47.08471074380165,1
798-6988,2211,82,8348.22,8446.0,1491.19,7422.02,4335.0,1120.522,53776.62,14550.0,317.06,527.62,172.0,156.3322,60,True,70074.48,27503.0,12.439167797376752,1
798-6989,440,0,16407.1,8284.0,4382.953,10114.91,11152.0,1014.3340000000001,16926.43,7422.0,484.821,520.0,189.0,131.3571,68,False,43968.44,27047.0,61.470454545454544,1
798-7555,489,20,2309.81,1454.0,315.032,4278.099999999999,1020.0,253.162,2381.21,3271.0,113.03999999999999,157.2,58.0,23.742,20,False,9126.32,5803.0,11.867075664621677,1
798-7556,2116,112,15545.9,6450.0,1160.846,9137.32,8874.0,1148.44,8168.5,9314.0,362.744,442.52,138.0,110.452,60,True,33294.24,24776.0,11.708884688090738,1
798-7558,446,119,4186.71,1571.0,368.611,2438.5,1106.0,229.0411,4258.2,1752.0,105.531,103.31,28.0,31.299999999999997,16,False,10986.72,4457.0,9.993273542600896,1
798-7559,2112,211,14225.4,9058.0,1301.49,12155.3,1969.0,718.772,8556.3,7041.0,343.05400000000003,467.8,152.0,125.452,60,False,35404.8,18220.0,8.62689393939394,1
798-7565,2112,0,11822.32,5259.0,1552.644,53904.04,9616.0,1202.6442,15978.5,6594.0,354.3662,533.02,118.0,107.28,75,True,82237.88,21587.0,10.221117424242424,1
798-7579,468,44,13794.199999999999,5729.0,5047.843000000001,20116.1,6828.0,1468.3833,16284.1,8770.0,558.41,371.03,198.0,84.7333,113,True,50565.42999999999,21525.0,45.993589743589745,1
798-7587,611,110,2360.9,1614.0,349.80899999999997,23223.41,1237.0,241.1411,2435.11,1762.0,134.601,156.0,32.0,27.759,20,False,28175.420000000002,4645.0,7.602291325695581,1
798-7588,449,82,12020.92,5519.0,1716.58,8382.8,3965.0,821.8242,51141.920000000006,8912.0,681.992,398.8,217.0,98.408,106,True,71944.44000000002,18613.0,41.4543429844098,1
798-7589,611,211,5666.8,3852.0,2980.4289999999996,30521.11,2900.0,570.7631,9594.630000000001,5300.0,387.343,406.6,88.0,94.009,44,False,46189.14000000001,12140.0,19.869067103109657,1
798-7595,440,84,4057.71,2109.0,590.9,5424.6,2046.0,435.621,2387.3,1922.0,70.01,121.91,74.0,33.4711,19,True,11991.52,6151.0,13.979545454545455,1
798-7599,484,88,2563.3,3412.0,263.121,2398.2,1728.0,432.641,22964.899999999998,1478.0,67.111,129.3,42.0,31.94,33,True,28055.699999999997,6660.0,13.760330578512397,1
798-7675,2911,110,11990.1,5578.0,1996.353,22418.64,10049.0,1255.163,10660.7,7731.0,364.513,669.21,280.0,148.814,91,False,45738.65,23638.0,8.120233596702164,1
798-7758,464,1111,11129.84,7296.0,992.13,50149.74,4044.0,1198.664,15672.2,7866.0,318.62,669.7,111.0,148.882,46,True,77621.48,19317.0,41.63146551724138,1
798-7759,488,112,16732.281,4740.0,691.8911,27818.71,4639.0,637.58,6444.81,3414.0,354.40999999999997,266.4,69.0,67.961,69,True,51262.200999999994,12862.0,26.35655737704918,1
798-7767,2119,89,6407.91,3324.0,670.1531,7352.7,2633.0,445.623,6145.31,4496.0,138.892,264.71,86.0,53.56,24,True,20170.63,10539.0,4.973572439830108,1
798-7768,328,23,2109.2,882.0,478.68,2203.9,1087.0,407.78,2176.31,3361.0,91.99000000000001,109.6,37.0,20.12,24,False,6599.01,5367.0,16.36280487804878,1
798-7769,1111,32,8008.7,4075.0,780.1931,9703.5,5406.0,629.981,9970.609999999999,3503.0,175.092,383.13,137.0,58.764,34,True,28065.94,13121.0,11.810081008100811,1
798-7775,440,42,2055.6,3362.0,352.78999999999996,2082.9,3215.0,180.762,23136.61,1997.0,113.39,171.31,40.0,38.61,28,True,27446.420000000002,8614.0,19.577272727272728,1
798-7776,446,84,2957.7,1375.0,328.42,23668.010000000002,2242.0,247.59,2369.41,3053.0,158.18,151.6,31.0,34.521,13,True,29146.72,6701.0,15.024663677130045,1
798-7777,400,80,28851.962,6234.0,1397.345,9629.11,2593.0,731.93,10478.31,9039.0,494.741,538.93,144.0,116.6642,126,True,49498.312,18010.0,45.025,1
798-7778,460,112,67638.244,19640.0,3190.2201999999997,23744.64,15021.0,1953.994,24470.899999999998,11005.0,705.512,839.12,324.0,220.28,179,True,116692.904,45990.0,99.97826086956522,1
798-7785,2211,88,4182.01,1192.0,269.82,4279.7,1405.0,241.44,13119.2,1305.0,292.48199999999997,106.5,32.0,31.141,20,True,21687.41,3934.0,1.7792853912256896,1
798-7786,2011,89,2373.51,1447.0,260.221,23213.31,1681.0,427.461,4185.9,809.0,62.97,184.8,26.0,37.83,20,False,29957.52,3963.0,1.9706613625062157,1
798-7797,488,26,4503.21,1540.0,302.142,3920.0,1784.0,203.851,4320.4,1174.0,107.221,149.91,47.0,34.452,20,False,12893.519999999999,4545.0,9.313524590163935,1
798-7865,484,20,11406.6,8265.0,3270.5139999999997,16125.099999999999,6523.0,865.834,11914.62,5027.0,274.404,984.62,227.0,154.552,108,False,40430.94,20042.0,41.40909090909091,1
798-7867,444,211,12888.82,9903.0,1506.184,11775.42,9676.0,1545.772,13894.12,8256.0,423.3622,559.6,171.0,113.01599999999999,36,False,39117.96,28006.0,63.07657657657658,1
798-7875,484,112,33809.582,7518.0,1145.79,7068.099999999999,4779.0,1106.932,16955.1,6648.0,467.596,499.7,169.0,105.434,74,False,58332.481999999996,19114.0,39.49173553719008,1
798-7876,444,80,2175.31,1550.0,345.14,2585.9,1813.0,237.52,2520.51,3671.0,77.58200000000001,166.0,43.0,40.071,20,True,7447.72,7077.0,15.93918918918919,1
798-7877,21111,88,37317.482,12867.0,2035.6431,20641.1,11621.0,1678.304,60318.74,12825.0,561.9251,688.31,227.0,159.349,100,True,118965.632,37540.0,1.7782198853678177,1
798-7878,2112,36,7204.34,3167.0,780.03,15737.93,4134.0,692.46,9429.53,5839.0,325.381,361.3,221.0,129.15,68,False,32733.100000000002,13361.0,6.3262310606060606,1
798-7879,484,88,27205.3,10105.0,5015.8922,24682.8,19000.0,1827.6960000000001,58117.64,17080.0,747.0931,724.4,327.0,164.653,131,True,110730.13999999998,46512.0,96.09917355371901,1
798-7889,404,110,16000.8,8804.0,2177.094,11403.92,4464.0,709.174,12107.619999999999,5219.0,354.5362,502.02,196.0,117.062,42,True,40014.35999999999,18683.0,46.245049504950494,1
798-7899,1111,88,7273.419999999999,4293.0,980.1791,7745.5,5092.0,567.24,11200.3,3732.0,178.11,346.40999999999997,62.0,75.71000000000001,73,False,26565.629999999997,13179.0,11.862286228622862,1
798-7959,448,88,2145.81,1312.0,359.68,2195.61,3688.0,400.57,4455.0,2367.0,108.14110000000001,393.31,38.0,47.45,34,True,9189.73,7405.0,16.529017857142858,1
798-7976,446,48,6910.7,6484.0,1161.28,31003.71,9465.0,618.08,5978.71,5623.0,396.86,426.5,70.0,84.93299999999999,50,True,44319.619999999995,21642.0,48.52466367713004,1
798-7977,611,112,18724.22,4681.0,3361.98,15945.3,4618.0,1210.35,15944.720000000001,8047.0,448.002,361.32,103.0,110.75,56,False,50975.560000000005,17449.0,28.55810147299509,1
798-7978,488,112,62442.924,10294.0,2715.394,58990.64,12678.0,1924.9084,64373.06,9582.0,797.534,1002.4399999999999,390.0,240.9462,160,True,186809.064,32944.0,67.50819672131148,1
798-7979,448,88,13620.82,10597.0,1893.113,14759.85,8154.0,1248.4922,16491.2,5381.0,372.37,980.33,195.0,183.463,120,True,45852.2,24327.0,54.301339285714285,1
798-7985,2211,44,7434.610000000001,3693.0,679.844,11421.099999999999,4086.0,967.8422,21030.0,3148.0,460.92199999999997,340.7,93.0,99.855,52,False,40226.409999999996,11020.0,4.984170058796924,1
798-7987,444,36,2420.81,1325.0,354.88100000000003,4327.7,2448.0,431.262,2385.9,2855.0,145.071,170.21,43.0,34.510000000000005,13,False,9304.619999999999,6671.0,15.024774774774775,1
798-7989,2211,211,55632.292,21539.0,9638.4212,131839.94,30963.0,4761.804,38688.56,28359.0,1556.5512,2090.45,659.0,524.884,276,True,228251.24200000003,81520.0,36.87019448213478,1
798-7997,406,26,8222.93,3975.0,694.002,9180.7,3841.0,949.441,11307.9,6324.0,266.931,306.11,148.0,77.352,69,True,29017.64,14288.0,35.19211822660098,1
798-7998,404,112,33101.362,7690.0,1182.944,11894.3,8937.0,745.154,8274.5,9472.0,402.262,1148.1200000000001,187.0,185.324,88,True,54418.282,26286.0,65.06435643564356,1
798-7999,2211,112,18028.64,8708.0,2141.7652000000003,21859.33,12376.0,1580.5442,24728.34,15250.0,662.524,859.35,271.0,203.005,142,True,65475.659999999996,36605.0,16.555857078245136,1
798-8578,1111,48,12222.42,6543.0,1454.4099999999999,8005.82,8315.0,1195.29,12010.9,9810.0,290.8044,978.5400000000001,149.0,103.91,68,True,33217.68,24817.0,22.337533753375336,1
798-8588,404,46,10700.599999999999,6048.0,988.5219999999999,12054.0,7735.0,835.5600000000001,15772.22,4802.0,480.242,957.62,140.0,131.056,62,True,39484.44,18725.0,46.3490099009901,1
798-8595,2011,82,12317.02,7979.0,1349.504,12170.4,5348.0,806.2620000000001,12092.3,4609.0,492.4622,326.12,138.0,91.8,56,False,36905.840000000004,18074.0,8.987568373943311,1
798-8597,1111,22,2024.7,1047.0,298.5111,23867.51,1185.0,416.99,4183.31,899.0,125.212,81.5,24.0,28.561,10,True,30157.02,3155.0,2.83978397839784,1
798-8599,1111,22,5724.2,2392.0,802.0233,31253.43,3997.0,789.58,49565.33,4661.0,289.962,273.5,88.0,73.291,42,True,86816.45999999999,11138.0,10.025202520252025,1
798-8679,1111,88,33453.262,4869.0,3431.844,15746.52,7143.0,741.29,10338.7,3934.0,369.454,623.9,161.0,135.162,114,True,60162.382000000005,16107.0,14.497749774977498,1
798-8755,242,82,2212.51,872.0,237.97,4250.599999999999,2116.0,247.1911,4348.5,2438.0,170.77,138.4,48.0,31.412,30,False,10950.01,5474.0,22.619834710743802,1
798-8757,448,84,8822.52,4148.0,3628.982,13453.6,6877.0,1584.532,16030.599999999999,14586.0,379.122,687.82,241.0,142.6222,65,True,38994.54,25852.0,57.705357142857146,1
798-8768,444,29,10476.92,10258.0,1385.37,14794.92,5622.0,1169.762,11528.32,5656.0,260.048,598.2,153.0,147.81,48,False,37398.36,21689.0,48.8490990990991,1
798-8777,2211,88,3616.7,3243.0,586.42,27205.91,4383.0,621.88,8177.22,3812.0,276.42,277.1,70.0,65.3371,63,True,39276.93,11508.0,5.204884667571235,1
798-8785,2112,119,11320.119999999999,4741.0,1128.622,11795.199999999999,4875.0,1159.41,15657.82,7987.0,206.12199999999999,325.9,115.0,92.81400000000001,50,False,39099.04,17718.0,8.389204545454545,1
798-8795,2211,1111,11209.1,4503.0,1314.62,11384.119999999999,6711.0,726.694,15782.92,9692.0,424.68399999999997,565.9399999999999,197.0,148.3542,80,True,38942.08,21103.0,9.544549977385799,1
798-8799,21111,82,8646.0,2626.0,1105.112,11744.6,9612.0,747.41,49737.530000000006,4184.0,420.09,520.92,109.0,89.61110000000001,58,True,70649.05,16531.0,0.7830514897446829,1
798-8855,406,211,15994.9,4229.0,1429.992,12107.72,8628.0,1095.132,8463.84,5342.0,293.84000000000003,394.2,109.0,130.12,82,False,36960.659999999996,18308.0,45.0935960591133,1
798-8875,2011,88,14263.61,12072.0,1289.58,14813.83,6616.0,999.6822,11995.82,8929.0,368.154,1157.33,234.0,133.103,96,True,42230.590000000004,27851.0,13.84932869219294,1
798-8876,446,44,34589.082,8116.0,1355.1,8062.9,7094.0,839.6741999999999,12392.32,6496.0,368.46,360.12,157.0,86.452,84,True,55404.422000000006,21863.0,49.02017937219731,1
798-8887,444,88,2387.8,3093.0,454.342,4824.01,1329.0,219.1911,3922.8999999999996,1373.0,100.66,228.10999999999999,31.0,37.75,20,True,11362.82,5826.0,13.121621621621621,1
798-8889,1111,88,5943.42,5687.0,1273.316,8529.710000000001,3440.0,936.3033,48864.42,3642.0,293.95,549.01,107.0,79.23219999999999,48,True,63886.560000000005,12876.0,11.589558955895589,1
798-8895,292,82,5742.71,4356.0,1376.3300000000002,6310.41,3723.0,548.246,7628.2,2658.0,225.982,486.11,93.0,71.769,36,True,20167.43,10830.0,37.08904109589041,1
798-8955,465,112,27228.672000000002,1904.0,1018.164,11578.42,7639.0,990.7511,11933.32,3967.0,433.084,432.1,142.0,99.512,65,True,51172.512,13652.0,29.359139784946237,1
798-8969,2112,28,11268.5,9687.0,3605.386,53661.92,8232.0,1101.94,12006.02,3733.0,328.7742,900.02,133.0,115.564,91,True,77836.46,21785.0,10.314867424242424,1
798-8977,2211,88,27501.162,4802.0,884.16,68869.71,4868.0,628.504,11906.11,4321.0,298.86220000000003,233.4,109.0,61.686,110,False,108510.382,14100.0,6.377204884667571,1
798-9555,484,20,9469.130000000001,4120.0,716.9639999999999,11637.62,6364.0,603.932,4869.21,4627.0,234.50199999999998,289.3,123.0,57.214,52,False,26265.26,15234.0,31.475206611570247,1
798-9558,446,119,7654.530000000001,4549.0,818.1709999999999,6044.72,3925.0,579.8433,11461.5,4520.0,219.291,245.91,91.0,75.53,24,True,25406.66,13085.0,29.338565022421523,1
798-9567,2011,112,7002.3,6375.0,3280.956,11857.82,3764.0,1112.75,12879.82,5046.0,301.962,590.3,281.0,99.828,62,True,32330.239999999998,15466.0,7.690701143709597,1
798-9576,2112,89,8468.6,5773.0,1244.1100000000001,8091.0,8357.0,805.136,12116.619999999999,9626.0,416.846,563.9,118.0,141.462,52,False,29240.12,23874.0,11.303977272727273,1
798-9578,444,211,13378.9,9905.0,1833.172,16133.32,5928.0,820.0322,15676.32,9490.0,744.712,456.02,206.0,104.412,62,False,45644.56,25529.0,57.497747747747745,1
798-9588,1111,80,12222.5,5553.0,1396.456,8474.7,6795.0,1212.796,7669.42,5717.0,599.672,485.44,153.0,128.5022,74,False,28852.06,18218.0,16.397839783978398,1
798-9595,669,96,7999.530000000001,4477.0,1085.448,10218.22,4598.0,1188.8410000000001,6553.0,8259.0,204.28,376.21,155.0,97.5211,71,True,25146.96,17489.0,26.14200298953662,1
798-9599,2011,88,11172.13,8240.0,4273.567,8431.73,11821.0,1030.731,33857.6,5140.0,273.55400000000003,376.7,147.0,106.057,120,True,53838.159999999996,25348.0,12.604674291397314,1
798-9657,488,84,46886.382000000005,11726.0,3332.7981999999997,22921.8,12593.0,2366.24,23327.899999999998,13997.0,526.3802,887.74,342.0,252.7162,199,True,94023.822,38658.0,79.2172131147541,1
798-9668,484,48,8118.6,7376.0,1373.15,17327.52,7916.0,1151.73,50069.420000000006,6098.0,449.69,507.02,195.0,158.3862,91,True,76022.56000000001,21585.0,44.59710743801653,1
798-9695,2211,110,5629.8,2843.0,3056.204,8028.71,4866.0,950.202,5848.02,5899.0,237.32999999999998,417.93,127.0,92.662,91,False,19924.46,13735.0,6.212121212121212,1
798-9698,21111,48,16203.42,10293.0,1395.2,49659.42,9936.0,1187.548,49561.420000000006,7829.0,345.80219999999997,1099.92,141.0,131.94,56,True,116524.18000000001,28199.0,1.3357491355217659,1
798-9755,486,89,3969.71,1764.0,317.33,2297.6,2373.0,232.271,4297.2,1115.0,77.0811,377.01,36.0,36.842,15,False,10941.519999999999,5288.0,10.880658436213992,1
798-9759,2116,112,75613.425,15735.0,4130.5172999999995,50796.11,16223.0,2541.7062,27452.93,16907.0,1305.8142,1192.92,302.0,282.003,169,True,155055.385,49167.0,23.235822306238184,1
798-9768,2110,26,9970.599999999999,3140.0,1005.434,6217.719999999999,2751.0,604.902,6060.22,8100.0,318.8,347.4,76.0,80.99000000000001,46,False,22595.94,14067.0,6.666824644549763,1
798-9775,2112,88,14988.44,13247.0,4377.07,17664.62,13439.0,1671.502,35204.05,11836.0,674.266,1348.3700000000001,293.0,191.362,157,True,69205.48,38815.0,18.378314393939394,1
798-9776,444,1111,2370.51,3136.0,1465.8210000000001,2434.5,1057.0,238.52,2463.91,1525.0,155.31,69.91,55.0,24.501,16,True,7338.83,5773.0,13.002252252252251,1
798-9777,288,211,4117.0,2027.0,501.95,4156.099999999999,1598.0,223.051,4334.099999999999,1751.0,142.381,108.2,35.0,27.509999999999998,18,False,12715.399999999998,5411.0,18.788194444444443,1
798-9786,2011,110,11676.51,3860.0,3084.875,26831.410000000003,4379.0,785.761,11464.92,1702.0,151.51,462.5,64.0,126.22,93,True,50435.340000000004,10005.0,4.975136747886624,1
798-9787,611,44,11626.0,5472.0,1418.05,50759.73,6035.0,1292.71,8827.22,11634.0,344.82,685.6999999999999,155.0,146.67,110,True,71898.65,23296.0,38.12765957446808,1
798-9789,2116,112,12631.8,6514.0,1685.69,8856.82,6593.0,915.23,53920.4,5559.0,251.372,679.1,178.0,158.522,62,False,76088.12000000001,18844.0,8.905482041587902,1
798-9795,448,80,2379.8,3082.0,496.98,1976.7,1136.0,373.52,4775.3,1116.0,133.441,161.2,34.0,32.181,19,True,9293.0,5368.0,11.982142857142858,1
798-9796,666,1111,5513.91,6201.0,1947.861,11083.52,3712.0,658.354,6212.93,4494.0,412.262,226.53,116.0,69.031,42,True,23036.89,14523.0,21.806306306306308,1
798-9797,1111,211,11080.3,4526.0,1599.24,11199.3,4130.0,576.691,7630.4,3960.0,315.153,213.0,127.0,64.032,44,False,30123.0,12743.0,11.469846984698469,1
798-9858,2011,49,45905.502,14402.0,2599.974,59523.74,15797.0,1624.476,25314.92,18682.0,613.682,1052.82,354.0,260.55,137,True,131796.982,49235.0,24.48284435604177,1
798-9876,464,80,5553.41,3991.0,993.65,6068.2,6141.0,604.424,9736.61,6570.0,167.094,382.3,118.0,88.151,45,True,21740.52,16820.0,36.25,1
798-9877,2211,89,9721.81,6365.0,871.506,6620.3099999999995,4154.0,609.12,25384.41,4749.0,200.3541,285.41,118.0,68.3831,32,True,42011.94,15386.0,6.958842152872004,1
798-9878,490,88,9937.599999999999,3325.0,1156.18,12731.9,8235.0,1180.8222,12235.52,4030.0,446.694,539.1,198.0,133.356,85,False,35444.12,15788.0,32.220408163265304,1
798-9879,266,1111,2492.5,3382.0,483.621,2360.4,2483.0,231.64,2406.0,1829.0,103.472,130.1,42.0,34.771,23,False,7389.0,7736.0,29.082706766917294,1
798-9887,2211,1111,20808.62,8641.0,6821.794,18940.739999999998,18378.0,2060.684,21607.1,11483.0,495.662,1076.02,339.0,232.3902,92,True,62432.479999999996,38841.0,17.567164179104477,1
798-9897,611,82,6607.400000000001,5950.0,904.1800000000001,6676.7,3839.0,588.41,5954.7,6268.0,273.944,340.9,160.0,95.344,50,False,19579.7,16217.0,26.541734860883796,1
798-9899,2211,1111,18228.8,9412.0,4438.525,18609.12,12093.0,1279.526,53776.12,12833.0,494.893,750.7,206.0,201.5041,120,True,91364.74,34544.0,15.623699683401176,1
798-9955,486,49,11272.01,4389.0,1022.64,9307.22,4519.0,553.723,6676.32,3796.0,180.1251,688.11,110.0,124.072,54,False,27943.66,12814.0,26.366255144032923,1
798-9957,2112,84,41145.743,8968.0,1022.66,58300.92,6738.0,1025.78,59531.12,6776.0,749.6522,454.53,169.0,131.928,102,True,159432.313,22651.0,10.724905303030303,1
798-9959,464,88,27120.972,3874.0,1231.1119999999999,5393.31,5620.0,1115.02,9821.82,3959.0,257.8531,693.11,126.0,121.688,77,True,43029.212,13579.0,29.26508620689655,1
798-9967,2119,89,15985.03,7097.0,3533.5440000000003,9683.21,6039.0,985.572,34690.630000000005,6608.0,296.352,466.2,140.0,122.08999999999999,61,True,60825.07,19884.0,9.383671543180746,1
798-9969,911,84,8642.12,5308.0,764.37,8168.91,4061.0,761.792,32456.41,5302.0,220.232,371.71999999999997,99.0,84.2622,68,True,49639.16,14770.0,16.212952799121844,1
798-9975,288,112,12247.2,5016.0,899.312,11514.519999999999,4550.0,1148.1562,12341.3,8414.0,237.9142,630.8,119.0,118.04,65,True,36733.82000000001,18099.0,62.84375,1
798-9977,222,44,2079.0099999999998,1735.0,541.3,4085.4,1598.0,225.791,3972.3,1728.0,126.0111,183.2,28.0,40.31,25,False,10319.91,5089.0,22.923423423423422,1
798-9978,21111,40,12443.539999999999,8262.0,1964.0222,19245.62,5414.0,1873.5432,13246.11,6931.0,419.85110000000003,633.05,259.0,115.455,97,True,45568.32,20866.0,0.9883946757614513,1
798-9979,322,110,10037.51,4854.0,1135.4922,6945.0,4637.0,497.78299999999996,7562.3,5091.0,334.42109999999997,405.3,99.0,91.554,80,False,24950.11,14681.0,45.59316770186335,1
798-9986,2116,26,7573.22,5581.0,1325.77,11972.5,6161.0,1184.182,53855.520000000004,4144.0,287.452,321.82,143.0,81.772,104,False,73723.06000000001,16029.0,7.575141776937619,1
798-9988,21111,82,8275.02,10510.0,1410.85,16118.02,3770.0,1152.242,8359.72,10096.0,509.602,363.82,168.0,107.728,120,True,33116.58,24544.0,1.162616645350765,1
798-9989,21111,1111,15654.609999999999,5771.0,1536.793,10454.54,9978.0,1464.5810999999999,15530.01,11428.0,463.9,511.81,152.0,114.671,87,False,42150.97,27329.0,1.294538392307328,1
798-9995,457,89,12554.22,9989.0,2257.174,17391.24,7566.0,1864.06,26307.62,11643.0,771.121,627.8199999999999,275.0,173.393,96,True,56880.9,29473.0,64.49234135667396,1
798-9998,21111,20,7668.2,8678.0,1145.862,5559.72,8700.0,453.351,8464.43,6712.0,238.4631,272.90999999999997,105.0,64.831,71,True,21965.26,24195.0,1.1460849793946284,1
798-9999,2119,84,8208.21,6823.0,1893.601,9706.0,3868.0,812.52,14785.73,5734.0,403.818,900.3,218.0,170.252,89,False,33600.24,16643.0,7.854176498348277,1
799-5557,2211,89,7551.42,4471.0,3233.3622,12223.519999999999,8595.0,1559.7544,12922.199999999999,4206.0,316.48,568.2,95.0,138.412,141,True,33265.34,17367.0,7.854816824966079,1
799-5568,21111,112,27776.02,11105.0,2517.804,21195.62,23740.0,1991.04,20016.899999999998,16060.0,807.336,1642.6399999999999,262.0,323.944,131,True,70631.18,51167.0,2.4237127563829284,1
799-5569,2112,88,11070.72,8222.0,1388.78,8551.82,3664.0,1194.984,11486.9,8242.0,407.35200000000003,396.21999999999997,122.0,106.22,117,False,31505.660000000003,20250.0,9.588068181818182,1
799-5577,2011,116,12004.8,8087.0,3546.426,12135.44,5435.0,790.178,7619.2,6603.0,242.014,406.5,137.0,105.202,85,True,32165.94,20262.0,10.075584286424665,1
799-5579,1111,29,7911.0,4110.0,1221.592,7707.82,2854.0,625.672,10401.5,4853.0,307.11,292.22,98.0,79.122,72,False,26312.54,11915.0,10.724572457245724,1
799-5585,400,88,9920.32,7225.0,1917.59,12206.2,5248.0,843.692,13616.31,6244.0,365.8632,588.0,133.0,149.901,99,False,36330.83,18850.0,47.125,1
799-5586,21111,112,7922.9,4949.0,1119.828,13548.32,4005.0,834.42,11167.519999999999,5694.0,437.2862,538.62,104.0,127.582,120,True,33177.36,14752.0,0.6987826251717114,1
799-5596,2011,48,27586.862,2799.0,1337.982,9856.02,3792.0,942.072,5369.12,2207.0,205.482,437.6,97.0,117.58,58,True,43249.602,8895.0,4.423172550969666,1
799-5597,2110,48,3958.4,1524.0,378.58,2247.91,1683.0,222.14,4115.31,3531.0,98.12,113.2,73.0,38.910000000000004,29,True,10434.82,6811.0,3.227962085308057,1
799-5599,2110,48,7512.9,4125.0,1351.3322,9687.91,3367.0,595.44,49689.83,6632.0,238.84,296.6,205.0,81.48400000000001,92,True,67187.24,14329.0,6.790995260663507,1
799-5659,2011,48,10681.0,3758.0,1059.976,53799.82,5189.0,1209.862,9854.5,5397.0,412.554,709.8,114.0,142.38400000000001,56,True,75045.12000000001,14458.0,7.189457981103929,1
799-5677,222,89,4155.8099999999995,1848.0,1453.02,2440.4,1508.0,242.76,2403.0,1408.0,124.65899999999999,342.01,39.0,29.630000000000003,29,False,9341.22,4803.0,21.635135135135137,1
799-5687,2119,211,9767.2,2787.0,1964.183,11921.52,6709.0,602.8722,11249.4,7336.0,327.29200000000003,257.42,239.0,77.321,36,False,33195.54,17071.0,8.05615856536102,1
